country,panel_year,prior_3yr_avg_growth,any_shock_active,num_shocks_active,cpi_annual_avg,target_next_yr_growth
Vietnam,2000,-0.11392904200753495,0,0,172.20000000000002,0.22452736096470716
Vietnam,2001,0.0552991594785861,0,0,177.0666666666667,0.07275242266628723
Vietnam,2002,0.06111691387448648,1,1,179.875,0.1507861513668649
Vietnam,2003,0.1493553116659531,1,1,183.95833333333337,0.14803860647034028
Vietnam,2004,0.12385906016783081,0,0,188.88333333333333,0.22521225475761142
Vietnam,2005,0.1746790041982722,0,0,195.29166666666663,0.2723376240815121
Vietnam,2006,0.21519616176982126,0,0,201.59166666666667,0.37348123389161536
Vietnam,2007,0.29034370424357964,0,0,207.34241666666665,0.3800176586797601
Vietnam,2008,0.34194550555096254,0,0,215.3025,0.022287407964549644
Vietnam,2009,0.25859543351197506,0,0,214.537,0.12702767789842184
Vietnam,2010,0.17644424818091053,0,0,218.0555,0.044918910408259904
Vietnam,2011,0.0647446654237438,0,0,224.9391666666667,0.033220610923331506
Vietnam,2012,0.06838906641000442,0,0,229.59391666666667,0.02944179358578758
Vietnam,2013,0.035860438305792997,0,0,232.95708333333337,0.12156246869222365
Vietnam,2014,0.06140829106711424,0,0,236.73616666666663,0.13383179616887375
Vietnam,2015,0.09494535281562833,0,0,237.017,0.047224851004346036
Vietnam,2016,0.10087303862181447,0,0,240.00716666666665,0.08074867794929652
Vietnam,2017,0.08726844170750543,0,0,245.11958333333337,0.0027505816138848616
Vietnam,2018,0.04357470352250914,0,0,251.10683333333336,-0.025536482815688544
Vietnam,2019,0.019320925582497612,1,1,255.65741666666668,-0.0945912558889006
Vietnam,2020,-0.03912571903023476,1,4,258.8111666666667,-0.04336594850797937
Vietnam,2021,-0.05449789573752284,1,3,270.96975000000003,0.05572511434906957
Vietnam,2022,-0.02741069668260347,0,0,292.6549166666667,0.007551325515660068
Vietnam,2023,0.0066368304522500905,1,1,304.7015833333333,0.1479291937534839
